,Marital status,Application mode,Course,Daytime/evening attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2396,single,Over 23 years old,argonomy,daytime,Finished High School,Finished High School,Other Degree,Adminstrative Staff,"Personal Services, Security & Safety Workers",no,no,no,yes,male,no,25,no,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
2397,single,1st phase -- general contingent,journalism and communication,daytime,Finished High School,Other Degree,Finished High School,Adminstrative Staff,Adminstrative Staff,yes,no,no,yes,male,no,19,no,0,6,9,5,11.4,0,0,6,13,5,12.4,0,8.9,1.4,3.51,Enrolled
2398,single,2nd phase,journalism and communication,daytime,Finished High School,Other Degree,Some High School,Science & Intellectual Specialists,Intermediate Level Technicians & Professions,yes,no,no,yes,male,no,19,no,0,6,7,6,14.428571428571429,0,0,6,7,6,14.571428571428571,0,13.9,-0.3,0.79,Graduate
2399,single,2nd phase,nursing,daytime,Finished High School,Finished High School,Finished High School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",no,no,no,yes,male,no,19,no,0,7,9,7,12.492857142857144,0,0,8,10,8,11.7125,0,16.2,0.3,-0.92,Graduate
2400,divorced,Over 23 years old,social service (evening),evening,Some High School,Finished High School,Elementary School,Unskilled Workers,Executive Managers,no,no,no,yes,male,no,45,no,2,8,10,4,11.5,0,2,8,13,4,11.0,0,10.8,1.4,1.74,Dropout
2401,married,Over 23 years old,management (evening),evening,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,male,no,52,no,0,5,7,5,11.2,0,0,5,6,5,12.8,1,7.6,2.6,0.32,Graduate
2402,single,1st phase -- general contingent,management,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Intermediate Level Technicians & Professions,yes,no,no,no,male,no,20,no,0,5,9,3,12.0,1,0,5,7,3,11.0,0,9.4,-0.8,-3.12,Dropout
2403,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Elementary School,"Personal Services, Security & Safety Workers",Armed Forces,yes,no,no,yes,male,no,19,no,0,8,8,7,15.885714285714286,0,0,8,8,7,15.885714285714286,0,10.8,1.4,1.74,Graduate
2404,single,1st phase -- general contingent,nursing,daytime,Finished High School,Finished High School,Middle School,Unskilled Workers,Unskilled Workers,no,no,yes,no,male,no,21,no,0,7,12,4,12.94,0,0,7,12,4,11.58,0,12.4,0.5,1.79,Dropout
2405,married,Over 23 years old,social service (evening),evening,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,no,male,no,35,no,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate
2406,married,Over 23 years old,animation and multimedia design,daytime,Some High School,General commerce course,Elementary School,Skilled Industry,Skilled Industry,yes,no,no,yes,male,no,36,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate
2407,divorced,Over 23 years old,nursing,daytime,Some High School,General commerce course,Middle School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",no,no,yes,no,male,no,47,no,0,7,7,0,0.0,7,0,8,8,0,0.0,8,15.5,2.8,-4.06,Dropout
2408,single,3rd phase,management (evening),evening,Finished High School,Middle School,Bachelor's Degree,Science & Intellectual Specialists,Science & Intellectual Specialists,no,no,no,yes,male,no,22,no,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
2409,married,Over 23 years old,management (evening),evening,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,male,no,41,no,0,5,8,4,11.25,0,0,5,8,3,11.0,1,7.6,2.6,0.32,Dropout
2410,single,Holders of other higher courses,informatics engineering,daytime,Other Degree,Some High School,Unknown,Other Situation,Other Situation,no,no,no,yes,male,no,26,no,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
2411,married,Over 23 years old,social service (evening),evening,Finished High School,Some High School,Unknown,Other Situation,Other Situation,no,no,no,no,female,no,51,no,0,6,13,4,11.25,0,0,6,12,0,0.0,1,10.8,1.4,1.74,Dropout
2412,married,Over 23 years old,management (evening),evening,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,no,43,no,0,5,11,3,10.666666666666666,0,1,5,10,4,12.5,0,9.4,-0.8,-3.12,Enrolled
2413,married,Over 23 years old,social service (evening),evening,Finished High School,Some High School,Unknown,Student,Student,yes,no,no,yes,female,no,41,no,0,6,9,5,11.8,0,1,6,10,3,10.666666666666666,1,7.6,2.6,0.32,Graduate
2414,single,Change in course,management,daytime,Finished High School,Some High School,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,male,no,23,no,5,10,19,8,11.625,1,4,10,16,10,11.181818181818182,3,7.6,2.6,0.32,Graduate
2415,single,Change in course,social service,daytime,Finished High School,Some High School,Middle School,Student,"Personal Services, Security & Safety Workers",yes,no,no,yes,male,no,22,no,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
2416,single,2nd phase,communication design,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,yes,no,yes,male,yes,25,no,0,6,8,4,10.25,0,0,6,6,4,11.25,0,12.7,3.7,-1.7,Dropout
2417,single,Change in course,management (evening),evening,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,male,no,25,no,14,15,16,15,10.8,0,13,14,14,14,11.357142857142858,0,9.4,-0.8,-3.12,Graduate
2418,single,Short cycle diploma holders,animation and multimedia design,daytime,Technical Course,Finished High School,Some High School,Unskilled Workers,Unskilled Workers,yes,no,no,no,male,yes,22,no,5,12,15,11,12.545454545454543,0,4,11,16,11,12.666666666666666,0,8.9,1.4,3.51,Graduate
2419,single,Over 23 years old,argonomy,daytime,Finished High School,Finished High School,Finished High School,Personal Service Workers,Other Adminstrative Support Staff,no,no,no,yes,male,no,24,yes,0,7,7,7,13.571428571428571,0,0,6,9,5,13.4,0,8.9,1.4,3.51,Enrolled
2420,single,Over 23 years old,vetinary nursing,daytime,Bachelor's Degree,General commerce course,Middle School,Unskilled Workers,Armed Forces,no,no,no,yes,male,no,47,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
2421,married,Over 23 years old,management (evening),evening,Some High School,General commerce course,Elementary School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",yes,no,no,yes,male,no,41,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
2422,single,Over 23 years old,argonomy,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,male,no,43,no,0,6,9,6,14.77777777777778,0,0,6,11,5,12.2,0,13.9,-0.3,0.79,Graduate
2423,single,Over 23 years old,argonomy,daytime,Finished High School,Finished High School,Elementary School,Unskilled Workers,Machine Operators & Assembly Workers,no,no,no,yes,male,no,29,no,0,3,4,0,0.0,0,0,4,8,0,0.0,0,16.2,0.3,-0.92,Dropout
2424,single,Over 23 years old,informatics engineering,daytime,Finished High School,General commerce course,Elementary School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",no,no,no,yes,male,no,30,no,0,2,2,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,Dropout
2425,single,Over 23 years old,management,daytime,Middle School,General commerce course,Middle School,Unskilled Workers,Unskilled Workers,no,no,no,no,male,no,26,no,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
2426,single,Over 23 years old,management (evening),evening,Finished High School,General commerce course,Middle School,Unskilled Workers,Unskilled Workers,no,no,no,no,male,no,27,no,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
2427,married,Over 23 years old,advertising and marketing management,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,male,yes,36,no,0,5,5,5,11.4,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
2428,single,Over 23 years old,argonomy,daytime,Some High School,Finished High School,Some High School,Adminstrative Staff,Armed Forces,no,no,no,yes,male,no,29,no,3,9,13,6,11.666666666666666,0,2,7,10,6,10.857142857142858,0,15.5,2.8,-4.06,Dropout
2429,single,Transfer,informatics engineering,daytime,Finished High School,Some High School,Unknown,Student,Student,yes,no,no,yes,male,no,35,no,6,10,12,7,11.285714285714286,0,2,8,8,5,13.0,0,9.4,-0.8,-3.12,Dropout
2430,single,1st phase -- general contingent,journalism and communication,daytime,Finished High School,General commerce course,Middle School,Skilled Farmers,Intermediate Level Technicians & Professions,no,no,no,yes,male,yes,18,no,0,6,12,4,11.5,0,0,6,10,5,12.6,0,10.8,1.4,1.74,Graduate
2431,single,1st phase -- general contingent,management (evening),evening,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,male,yes,24,no,0,5,5,5,16.0,0,0,5,5,5,16.0,0,8.9,1.4,3.51,Graduate
2432,single,1st phase -- general contingent,journalism and communication,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Skilled Industry,yes,no,no,yes,male,yes,18,no,0,6,6,6,12.5,0,0,6,7,6,12.666666666666666,0,10.8,1.4,1.74,Dropout
2433,single,2nd phase,informatics engineering,daytime,Finished High School,General commerce course,Elementary School,"Personal Services, Security & Safety Workers",Skilled Industry,yes,no,no,yes,male,no,18,no,0,5,7,4,12.0,0,0,5,10,3,13.0,3,7.6,2.6,0.32,Enrolled
2434,married,Change in course,vetinary nursing,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Skilled Industry,no,no,no,yes,male,no,21,no,0,5,11,0,0.0,2,0,5,11,3,11.666666666666666,1,9.4,-0.8,-3.12,Enrolled
2435,single,Transfer,informatics engineering,daytime,Finished High School,General commerce course,Elementary School,"Personal Services, Security & Safety Workers",Machine Operators & Assembly Workers,yes,no,no,yes,male,no,21,no,0,5,10,5,13.0,0,0,5,10,5,12.6,0,9.4,-0.8,-3.12,Graduate
2436,single,Over 23 years old,argonomy,daytime,Finished High School,Finished High School,Other Degree,Science & Intellectual Specialists,Skilled Farmers,no,no,no,yes,male,no,32,no,8,18,27,13,13.714285714285714,1,7,12,18,12,12.083333333333334,0,15.5,2.8,-4.06,Graduate
2437,single,1st phase -- general contingent,informatics engineering,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,"Personal Services, Security & Safety Workers",yes,no,no,yes,male,yes,22,no,0,5,9,3,12.333333333333334,0,0,6,14,3,12.5,0,11.1,0.6,2.02,Dropout
2438,single,Holders of other higher courses,argonomy,daytime,Other Degree,Finished High School,Middle School,Unskilled Workers,Skilled Industry,yes,no,no,no,male,no,32,no,11,17,31,11,12.727272727272728,4,10,12,24,10,12.7,1,15.5,2.8,-4.06,Dropout
2439,single,Change in course,advertising and marketing management,daytime,Frequency of Higher Education,Some High School,Unknown,Student,Student,no,no,no,yes,male,no,35,no,1,5,5,1,14.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
2440,single,3rd phase,management,daytime,Finished High School,Finished High School,Middle School,Adminstrative Staff,Skilled Industry,yes,no,no,no,male,no,23,no,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
2441,single,Over 23 years old,social service (evening),evening,Finished High School,General commerce course,Elementary School,Skilled Farmers,Skilled Farmers,no,no,no,yes,male,no,39,no,0,6,8,5,11.4,0,1,6,12,3,11.0,1,7.6,2.6,0.32,Enrolled
2442,married,Change in course,advertising and marketing management,daytime,Finished High School,Some High School,Unknown,Student,Student,no,no,no,yes,male,no,35,no,0,5,5,0,0.0,0,0,5,5,1,10.0,0,9.4,-0.8,-3.12,Dropout
2443,married,Over 23 years old,argonomy,daytime,Other Degree,Other Degree,Some High School,Adminstrative Staff,Skilled Farmers,no,no,no,yes,male,no,32,no,0,6,8,6,18.875,0,6,12,14,12,17.692307692307693,0,16.2,0.3,-0.92,Graduate
2444,single,1st phase -- general contingent,basic education,daytime,Finished High School,Some High School,Unknown,Student,Student,no,no,no,yes,male,no,20,no,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
2445,single,Over 23 years old,nursing,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,male,no,34,no,0,7,15,6,11.333333333333334,0,0,7,16,4,12.6,0,16.2,0.3,-0.92,Enrolled
2446,single,Holders of other higher courses,management (evening),evening,Postgraduate Degree,General commerce course,Elementary School,Skilled Farmers,Skilled Farmers,yes,no,no,yes,male,no,44,no,3,7,9,7,13.5,0,0,5,6,5,16.2,0,8.9,1.4,3.51,Dropout
2447,married,Over 23 years old,tourism,daytime,Some High School,General commerce course,Some High School,Unskilled Workers,Armed Forces,no,no,no,yes,male,no,53,no,7,11,12,2,15.0,7,4,9,10,3,10.0,4,16.2,0.3,-0.92,Graduate
2448,single,Over 23 years old,informatics engineering,daytime,Some High School,General commerce course,Elementary School,Unskilled Workers,Adminstrative Staff,no,no,yes,no,male,no,28,no,0,5,10,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,Dropout
2449,single,Holders of other higher courses,management (evening),evening,Other Degree,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,male,no,31,no,9,9,9,9,14.22222222222222,0,5,5,5,5,12.8,0,12.7,3.7,-1.7,Dropout
2450,single,1st phase -- general contingent,animation and multimedia design,daytime,Finished High School,Finished High School,Middle School,"Personal Services, Security & Safety Workers",Unskilled Workers,no,no,yes,no,male,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
2451,single,Over 23 years old,argonomy,daytime,Finished High School,Finished High School,Other Degree,Unskilled Workers,Armed Forces,no,no,yes,no,male,no,44,no,2,7,14,4,12.0,2,0,6,16,0,0.0,1,15.5,2.8,-4.06,Dropout
2452,single,1st phase -- general contingent,vetinary nursing,daytime,Finished High School,Finished High School,Finished High School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,male,no,19,no,0,5,9,5,12.6,1,0,5,8,4,12.0,0,12.7,3.7,-1.7,Graduate
2453,single,International student (bachelor),animation and multimedia design,daytime,Finished High School,Finished High School,Finished High School,Science & Intellectual Specialists,Unskilled Workers,no,no,no,yes,male,no,21,yes,6,12,12,12,15.083333333333334,0,4,11,15,11,13.083333333333334,0,8.9,1.4,3.51,Enrolled
2454,single,3rd phase,informatics engineering,daytime,Finished High School,Other Degree,Some High School,Intermediate Level Technicians & Professions,"Personal Services, Security & Safety Workers",no,no,no,yes,male,yes,18,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
2455,single,Technological specialization diploma holders,argonomy,daytime,Technical Course,General commerce course,Some High School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",yes,no,no,yes,male,no,20,no,0,6,8,6,14.5,0,0,6,10,6,15.3,0,16.2,0.3,-0.92,Graduate
2456,single,Over 23 years old,communication design,daytime,Finished High School,General commerce course,Elementary School,Skilled Industry,Skilled Industry,no,no,no,yes,male,no,55,no,0,6,6,6,14.5,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
2457,single,1st phase -- general contingent,management,daytime,Finished High School,General commerce course,Elementary School,Adminstrative Staff,Machine Operators & Assembly Workers,no,no,no,yes,male,no,27,no,0,5,12,3,10.0,0,0,5,12,1,13.0,0,7.6,2.6,0.32,Enrolled
2458,single,2nd phase,informatics engineering,daytime,Finished High School,Some High School,Some High School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",no,no,no,yes,male,no,19,no,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,Dropout
2459,single,1st phase -- general contingent,management,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,male,no,18,no,0,5,5,5,11.6,0,0,5,5,5,13.2,0,12.4,0.5,1.79,Graduate
2460,married,Over 23 years old,journalism and communication,daytime,Finished High School,General commerce course,Elementary School,Skilled Industry,Adminstrative Staff,no,no,no,yes,male,no,43,no,0,6,10,4,11.75,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout
2461,single,3rd phase,tourism,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Skilled Farmers,yes,no,no,yes,male,no,18,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
2462,single,1st phase -- general contingent,animation and multimedia design,daytime,Finished High School,Other Degree,Other Degree,Science & Intellectual Specialists,Science & Intellectual Specialists,yes,no,no,yes,male,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
2463,single,2nd phase,tourism,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Unskilled Workers,yes,no,yes,yes,male,yes,20,no,0,6,7,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
2464,married,Over 23 years old,management (evening),evening,Finished High School,General commerce course,Some High School,Unskilled Workers,Unskilled Workers,no,no,yes,no,male,no,29,no,0,5,7,4,11.25,0,0,5,8,4,11.8,0,10.8,1.4,1.74,Dropout
